minjingshi@client-measure-2dsc:~/memcache-perf-dynamic$ ./mcperf -s 10.0.16.5 -a 10.0.16.2 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1200 --qps_interval 10 --qps_min 5000 --qps_max 100000 --qps_seed 3274 | tee res_2.txt
Random waveform, supplied seed
Total number of intervals = 120 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791)
Average QPS expected = 51270
Timestamp start: 1684343279185
Timestamp end: 1684344479650

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      356.9   289.6   160.7   218.9   236.9   350.4   384.2   400.7   413.4   427.5   445.7   472.7   569.5  3886.1 11870.7  12199.6    12253
read      349.9   207.6   148.8   206.3   220.5   335.4   393.7   420.3   436.9   456.0   477.7   513.7   603.7  2305.5  9522.2  25697.4    25710
read      296.4   155.5   148.8   195.3   206.0   265.6   305.5   336.0   363.1   397.5   436.1   484.1   570.6   990.6  6740.4  79871.7    79937
read      353.7   378.4   160.7   233.9   257.3   337.7   363.5   376.8   388.8   400.8   420.2   450.8   546.5  5009.7 17026.4   7257.1     7271
read      291.8   133.5   148.8   195.4   206.0   263.4   299.6   327.4   352.0   386.1   426.7   472.9   558.6   857.8  5372.9  85840.3    85861
read      289.5   145.2   148.8   195.6   206.1   262.0   296.1   320.8   343.8   375.8   418.2   467.6   553.1  1087.2  4729.0  91427.9    91467
read      302.0   167.2   148.8   195.6   206.5   268.5   311.9   345.8   377.1   414.0   452.6   499.5   584.9   997.5  5712.9  72128.0    72217
read      334.9   180.5   148.8   200.9   212.3   308.9   382.9   414.7   433.4   453.7   476.1   511.5   592.6  1389.5  7311.8  31010.3    31080
read      299.1   145.9   148.8   195.8   206.6   267.2   307.9   339.4   368.2   404.0   443.8   490.7   576.9  1232.9  5892.0  76678.5    76878
read      292.0   148.1   148.8   194.6   205.2   262.4   299.1   327.5   352.6   387.1   428.2   475.6   557.7   989.1  5968.1  84649.3    84584
read      351.8   238.4   148.8   217.7   234.2   348.2   383.3   400.2   413.0   427.4   445.8   472.7   564.6  2411.9 11514.3  12514.6    12492
read      315.9   162.1   148.8   198.3   209.3   282.5   337.3   376.2   405.3   435.7   467.6   508.8   592.0  1126.6  6427.8  57183.6    57106
read      285.8   162.4   148.8   195.0   205.5   259.7   292.9   316.5   337.3   366.1   405.0   455.1   538.4   971.4  6098.6  96301.6    96245
read      344.9   308.9   160.7   235.4   257.7   331.7   356.1   369.3   379.4   392.7   407.7   436.0   532.8  3953.3 14622.9   6792.3     6791

Total QPS = 51258.2 (61509880 / 1200.0s)

Total connections = 64
Misses = 61509881 (100.0%)
Skipped TXs = 0 (0.0%)

RX  184529643 bytes :    0.1 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.93%,47.98%,100.00%
